idx,grade,grade_raw,expected_label,lr_full,lr_pub,dom_full,dom_pub
480,control,control,honest,0.005849,0.000633,0.240267,0.197102
481,control,control,honest,0.005760,0.006352,0.238054,0.238512
482,control,control,honest,0.013856,0.014324,0.255404,0.255949
483,control,control,honest,0.014660,0.020284,0.261411,0.267609
484,control,control,honest,0.023958,0.008686,0.276301,0.249657
485,control,control,honest,0.004660,0.005654,0.235450,0.239572
486,control,control,honest,0.015997,0.000727,0.276257,0.237499
487,control,control,honest,0.002478,0.000168,0.217480,0.170510
488,control,control,honest,0.004896,0.001162,0.237794,0.209465
489,control,control,honest,0.014077,0.013476,0.247000,0.237683
490,control,control,honest,0.001870,0.000209,0.228133,0.234946
491,control,control,honest,0.176443,0.084386,0.330637,0.319629
492,control,control,honest,0.003981,0.005486,0.227276,0.235914
493,control,control,honest,0.043442,0.003590,0.283564,0.234021
494,control,control,honest,0.035263,0.015642,0.286875,0.322847
495,control,control,honest,0.006898,0.002534,0.243493,0.221905
496,control,control,honest,0.006094,0.000720,0.251260,0.213491
497,control,control,honest,0.003161,0.000128,0.228912,0.165276
498,control,control,honest,0.006332,0.001632,0.244008,0.210968
499,control,control,honest,0.014554,0.022221,0.261822,0.272265
500,control,control,honest,0.023825,0.007278,0.279767,0.252002
501,control,control,honest,0.004692,0.000577,0.241648,0.211647
502,control,control,honest,0.005253,0.002305,0.236152,0.216602
503,control,control,honest,0.019195,0.000453,0.279451,0.238137
504,control,control,honest,0.007258,0.002272,0.244901,0.219645
505,control,control,honest,0.011234,0.009951,0.248498,0.242400
506,control,control,honest,0.013645,0.032140,0.265702,0.278117
507,control,control,honest,0.006162,0.000087,0.249023,0.199509
508,control,control,honest,0.004820,0.004608,0.234678,0.231172
509,control,control,honest,0.007810,0.004516,0.247373,0.233663
510,control,control,honest,0.008220,0.011936,0.247376,0.256275
511,control,control,honest,0.006557,0.001643,0.239260,0.205236
512,control,control,honest,0.001612,0.000497,0.212162,0.186482
513,control,control,honest,0.035281,0.042879,0.283173,0.284775
514,control,control,honest,0.007322,0.006974,0.235640,0.233608
515,control,control,honest,0.006621,0.001750,0.249904,0.228194
516,control,control,honest,0.014625,0.003326,0.265749,0.228449
517,control,control,honest,0.006909,0.001079,0.247001,0.213024
518,control,control,honest,0.009690,0.002927,0.247918,0.224334
519,control,control,honest,0.012905,0.005590,0.260031,0.244888
520,control,control,honest,0.002829,0.000099,0.228629,0.182700
521,control,control,honest,0.005107,0.000183,0.243846,0.200773
522,control,control,honest,0.004211,0.000525,0.242279,0.239316
523,control,control,honest,0.032916,0.062887,0.273656,0.286329
524,control,control,honest,0.018115,0.007002,0.256566,0.232884
525,control,control,honest,0.003498,0.000360,0.232829,0.192533
526,control,control,honest,0.004839,0.001688,0.235267,0.213149
527,control,control,honest,0.002744,0.000435,0.230179,0.203702
528,control,control,honest,0.052280,0.109468,0.290792,0.311478
529,control,control,honest,0.007893,0.005066,0.242935,0.233164
530,control,control,honest,0.006465,0.006242,0.236272,0.235431
531,control,control,honest,0.009433,0.000389,0.250897,0.201623
532,control,control,honest,0.005776,0.004378,0.238006,0.228030
533,control,control,honest,0.003344,0.001893,0.228510,0.216652
534,control,control,honest,0.004649,0.004071,0.229016,0.222915
535,control,control,honest,0.005630,0.007472,0.238846,0.239646
536,control,control,honest,0.018464,0.001582,0.277547,0.240184
537,control,control,honest,0.014729,0.017403,0.258258,0.261847
538,control,control,honest,0.011121,0.003991,0.255950,0.226468
539,control,control,honest,0.155835,0.034039,0.358487,0.338476
540,control,control,honest,0.020352,0.016880,0.264765,0.258713
541,control,control,honest,0.010932,0.009917,0.249314,0.245968
542,control,control,honest,0.005367,0.001330,0.259026,0.244332
543,control,control,honest,0.003970,0.001887,0.221942,0.207088
544,control,control,honest,0.019544,0.012999,0.265193,0.251337
545,control,control,honest,0.006327,0.002765,0.246443,0.229586
546,control,control,honest,0.007218,0.006081,0.238041,0.232072
547,control,control,honest,0.007539,0.004578,0.243775,0.225100
548,control,control,honest,0.018036,0.007855,0.268079,0.242733
549,control,control,honest,0.005408,0.000515,0.242624,0.208153
550,control,control,honest,0.004602,0.000836,0.236029,0.201085
551,control,control,honest,0.005348,0.000418,0.237306,0.193552
552,control,control,honest,0.015931,0.019787,0.256889,0.261771
553,control,control,honest,0.095753,0.036958,0.297604,0.275210
554,control,control,honest,0.012629,0.018825,0.258563,0.267609
555,control,control,honest,0.020941,0.025691,0.269195,0.275327
556,control,control,honest,0.005783,0.002461,0.233117,0.212980
557,control,control,honest,0.019780,0.022208,0.259647,0.260736
558,control,control,honest,0.017409,0.001144,0.277796,0.253566
559,control,control,honest,0.013873,0.017241,0.258615,0.262766
560,control,control,honest,0.013272,0.021276,0.249741,0.248985
561,control,control,honest,0.010791,0.000123,0.257715,0.226986
562,control,control,honest,0.014716,0.001953,0.266718,0.230105
563,control,control,honest,0.013114,0.004460,0.262155,0.238089
564,control,control,honest,0.016780,0.013599,0.257872,0.243968
565,control,control,honest,0.035353,0.036220,0.284163,0.278783
566,control,control,honest,0.289036,0.395026,0.362026,0.376186
567,control,control,honest,0.005432,0.004439,0.235787,0.228745
568,control,control,honest,0.004927,0.000906,0.232771,0.195147
569,control,control,honest,0.009584,0.008215,0.247017,0.241895
570,control,control,honest,0.044188,0.033892,0.292233,0.294583
571,control,control,honest,0.012481,0.003757,0.252694,0.224560
572,control,control,honest,0.010323,0.002459,0.257006,0.235558
573,control,control,honest,0.007019,0.001747,0.245271,0.210425
574,control,control,honest,0.014518,0.003100,0.265235,0.243269
575,control,control,honest,0.009439,0.001379,0.256524,0.233051
576,control,control,honest,0.002337,0.000437,0.230617,0.209166
577,control,control,honest,0.007489,0.004169,0.242180,0.225903
578,control,control,honest,0.015819,0.002639,0.273771,0.226396
579,control,control,honest,0.016645,0.003391,0.272551,0.265345
580,control,control,honest,0.003349,0.000398,0.232096,0.211533
581,control,control,honest,0.004438,0.002554,0.225602,0.210462
582,control,control,honest,0.011552,0.005957,0.255046,0.240789
583,control,control,honest,0.050759,0.015296,0.303931,0.319687
584,control,control,honest,0.074459,0.066846,0.309030,0.320153
585,control,control,honest,0.015675,0.001548,0.275197,0.247769
586,control,control,honest,0.021304,0.019605,0.275803,0.270376
587,control,control,honest,0.040570,0.006305,0.295215,0.249802
588,control,control,honest,0.009557,0.001041,0.258661,0.222276
589,control,control,honest,0.016989,0.008832,0.275230,0.289873
590,control,control,honest,0.027871,0.002180,0.270660,0.215505
591,control,control,honest,0.010863,0.003663,0.250273,0.227776
592,control,control,honest,0.011604,0.003981,0.260140,0.260241
593,control,control,honest,0.014777,0.012619,0.255754,0.249602
594,control,control,honest,0.005902,0.002499,0.242095,0.222513
595,control,control,honest,0.005222,0.002584,0.237848,0.217193
596,control,control,honest,0.011971,0.003058,0.265437,0.242416
597,control,control,honest,0.014368,0.014524,0.259434,0.259949
598,control,control,honest,0.009677,0.004696,0.245994,0.224829
599,control,control,honest,0.007279,0.009361,0.247039,0.255886
600,control,control,honest,0.174008,0.393765,0.327645,0.356426
601,control,control,honest,0.002202,0.001552,0.218747,0.210497
602,control,control,honest,0.010630,0.002121,0.252936,0.206504
603,control,control,honest,0.002554,0.000838,0.227444,0.203426
604,control,control,honest,0.006009,0.004823,0.235351,0.223814
605,control,control,honest,0.015202,0.000210,0.274138,0.221655
606,control,control,honest,0.003892,0.000146,0.240688,0.199138
607,control,control,honest,0.011087,0.002878,0.256538,0.222259
608,control,control,honest,0.002581,0.000157,0.226292,0.182921
609,control,control,honest,0.017711,0.008609,0.272468,0.249248
610,control,control,honest,0.006877,0.003580,0.246587,0.226300
611,control,control,honest,0.025608,0.032118,0.267777,0.267768
612,control,control,honest,0.002871,0.000086,0.229096,0.193612
613,control,control,honest,0.008980,0.001792,0.254527,0.224005
614,control,control,honest,0.008873,0.002179,0.254020,0.232254
615,control,control,honest,0.009993,0.001162,0.250698,0.209022
616,control,control,honest,0.004926,0.002417,0.233879,0.218202
617,control,control,honest,0.010305,0.000847,0.256664,0.238245
618,control,control,honest,0.018342,0.002182,0.274212,0.230553
619,control,control,honest,0.007221,0.002128,0.242191,0.217688
620,control,control,honest,0.014428,0.008574,0.258136,0.247544
621,control,control,honest,0.010951,0.000076,0.257078,0.192494
622,control,control,honest,0.032433,0.051391,0.266085,0.268989
623,control,control,honest,0.006739,0.005162,0.242949,0.233043
624,control,control,honest,0.022137,0.001890,0.278877,0.238657
625,control,control,honest,0.012200,0.005107,0.251976,0.225200
626,control,control,honest,0.006261,0.006781,0.231073,0.229520
627,control,control,honest,0.006143,0.000898,0.240376,0.207205
628,control,control,honest,0.004566,0.005296,0.233067,0.231523
629,control,control,honest,0.004990,0.001956,0.236058,0.216438
630,control,control,honest,0.005933,0.000083,0.243459,0.196967
631,control,control,honest,0.003025,0.000797,0.217483,0.185426
632,control,control,honest,0.006726,0.008674,0.240398,0.245858
633,control,control,honest,0.013701,0.004100,0.262059,0.255328
634,control,control,honest,0.001971,0.000173,0.226938,0.167660
635,control,control,honest,0.004104,0.003554,0.228837,0.223553
636,control,control,honest,0.020690,0.009284,0.274569,0.249748
637,control,control,honest,0.007457,0.000294,0.257446,0.237906
638,control,control,honest,0.017489,0.009198,0.252875,0.240348
639,control,control,honest,0.010261,0.009822,0.253250,0.253605
640,control,control,honest,0.016657,0.021680,0.258018,0.264943
641,control,control,honest,0.004227,0.000509,0.243500,0.207821
642,control,control,honest,0.018009,0.004999,0.271176,0.243588
643,control,control,honest,0.005295,0.000901,0.235884,0.202797
644,control,control,honest,0.101144,0.133375,0.305565,0.312782
645,control,control,honest,0.002503,0.000759,0.220890,0.199005
646,control,control,honest,0.022042,0.044780,0.271155,0.288017
647,control,control,honest,0.011031,0.012894,0.252200,0.256104
648,control,control,honest,0.041166,0.040040,0.290111,0.289114
649,control,control,honest,0.151779,0.393438,0.348814,0.456826
650,control,control,honest,0.031979,0.035410,0.269101,0.267186
651,control,control,honest,0.012048,0.001317,0.259729,0.225871
652,control,control,honest,0.007240,0.010260,0.245269,0.252493
653,control,control,honest,0.008426,0.005824,0.245132,0.235803
654,control,control,honest,0.014849,0.018636,0.257291,0.262474
655,control,control,honest,0.019251,0.031844,0.255324,0.261264
656,control,control,honest,0.006627,0.003684,0.229579,0.207413
657,control,control,honest,0.009121,0.002167,0.262017,0.246863
658,control,control,honest,0.012076,0.000718,0.266860,0.257937
659,control,control,honest,0.008541,0.008091,0.244986,0.240955
660,control,control,honest,0.014198,0.012929,0.255999,0.253244
661,control,control,honest,0.004949,0.006898,0.242854,0.246581
662,control,control,honest,0.004334,0.004547,0.229757,0.230177
663,control,control,honest,0.017022,0.012456,0.267138,0.258839
664,control,control,honest,0.012084,0.014338,0.252879,0.258446
665,control,control,honest,0.009690,0.012151,0.250642,0.256382
666,control,control,honest,0.003634,0.003336,0.224272,0.221787
667,control,control,honest,0.027022,0.025263,0.277641,0.275539
668,control,control,honest,0.026510,0.030757,0.269982,0.272915
669,control,control,honest,0.015774,0.013431,0.263328,0.259581
670,control,control,honest,0.179248,0.208489,0.341049,0.344095
671,control,control,honest,0.055822,0.161949,0.296790,0.330350
672,control,control,honest,0.063859,0.062231,0.299633,0.308528
673,control,control,honest,0.015664,0.018353,0.261102,0.267959
674,control,control,honest,0.015385,0.004572,0.266978,0.237282
675,control,control,honest,0.010287,0.010334,0.256310,0.256978
676,control,control,honest,0.004516,0.000476,0.227818,0.189170
677,control,control,honest,0.007299,0.001033,0.247838,0.209720
678,control,control,honest,0.007874,0.005982,0.247468,0.238271
679,control,control,honest,0.005309,0.006125,0.235801,0.237500
680,control,control,honest,0.006595,0.007428,0.242595,0.245581
681,control,control,honest,0.004336,0.003729,0.230510,0.226018
682,control,control,honest,0.023259,0.020629,0.278167,0.274235
683,control,control,honest,0.007926,0.002303,0.245096,0.218831
684,control,control,honest,0.016794,0.006508,0.261951,0.238965
685,control,control,honest,0.002630,0.001460,0.221396,0.211281
686,control,control,honest,0.019601,0.000894,0.280932,0.252546
687,control,control,honest,0.004905,0.002668,0.234057,0.223896
688,control,control,honest,0.003193,0.000067,0.227209,0.183978
689,control,control,honest,0.010991,0.002275,0.251535,0.214838
690,control,control,honest,0.026957,0.014882,0.279168,0.261582
691,control,control,honest,0.018266,0.019684,0.264805,0.266526
692,control,control,honest,0.002727,0.000360,0.216934,0.178212
693,control,control,honest,0.002285,0.001295,0.230504,0.213886
694,control,control,honest,0.014141,0.016807,0.262489,0.263213
695,control,control,honest,0.002911,0.000991,0.225241,0.202639
696,control,control,honest,0.003998,0.004106,0.230719,0.228202
697,control,control,honest,0.003614,0.000454,0.226199,0.187859
698,control,control,honest,0.010587,0.022183,0.249314,0.264079
699,control,control,honest,0.003509,0.000556,0.236184,0.230284
700,control,control,honest,0.006450,0.001417,0.242479,0.217822
701,control,control,honest,0.007533,0.008296,0.243491,0.241624
702,control,control,honest,0.026330,0.007968,0.273338,0.245130
703,control,control,honest,0.015260,0.008499,0.265551,0.250317
704,control,control,honest,0.051651,0.060118,0.296418,0.300352
705,control,control,honest,0.007120,0.003492,0.243755,0.225426
706,control,control,honest,0.014801,0.006330,0.263387,0.243572
707,control,control,honest,0.009817,0.010658,0.247520,0.248535
708,control,control,honest,0.002081,0.001428,0.213342,0.202895
709,control,control,honest,0.012413,0.009364,0.249445,0.239766
710,control,control,honest,0.012855,0.009676,0.261462,0.251144
711,control,control,honest,0.002987,0.001776,0.224627,0.213896
712,control,control,honest,0.010431,0.012300,0.237342,0.238953
713,control,control,honest,0.004723,0.000351,0.237666,0.194766
714,control,control,honest,0.013279,0.003628,0.264320,0.234904
715,control,control,honest,0.015635,0.013572,0.260780,0.257060
716,control,control,honest,0.007629,0.001422,0.249904,0.225338
717,control,control,honest,0.003887,0.003911,0.229968,0.227806
718,control,control,honest,0.002860,0.001150,0.228705,0.206532
719,control,control,honest,0.017669,0.018194,0.260392,0.260180
720,control,control,honest,0.004568,0.002717,0.230110,0.211046
721,control,control,honest,0.006081,0.000882,0.247917,0.201176
722,control,control,honest,0.013082,0.006210,0.265687,0.247995
723,control,control,honest,0.001597,0.000395,0.218993,0.194210
724,control,control,honest,0.008546,0.000191,0.259347,0.222227
725,control,control,honest,0.002828,0.001478,0.227858,0.210939
726,control,control,honest,0.008411,0.002322,0.257834,0.271491
727,control,control,honest,0.012921,0.013932,0.259396,0.262102
728,control,control,honest,0.032341,0.027209,0.286446,0.278945
729,control,control,honest,0.005109,0.001882,0.256047,0.241360
730,control,control,honest,0.003206,0.000458,0.230051,0.187052
731,control,control,honest,0.009210,0.002337,0.253101,0.221611
732,control,control,honest,0.015048,0.016332,0.257654,0.258388
733,control,control,honest,0.004976,0.001117,0.240743,0.205605
734,control,control,honest,0.002767,0.003085,0.225000,0.227656
735,control,control,honest,0.092683,0.008565,0.318577,0.258136
736,control,control,honest,0.002120,0.001430,0.220948,0.211271
737,control,control,honest,0.006642,0.004382,0.240737,0.227589
738,control,control,honest,0.012258,0.001532,0.258660,0.217170
739,control,control,honest,0.024047,0.042937,0.264131,0.274347
740,control,control,honest,0.003634,0.000211,0.237143,0.202886
741,control,control,honest,0.072810,0.041641,0.323223,0.370796
742,control,control,honest,0.018302,0.012095,0.270165,0.260696
743,control,control,honest,0.004274,0.003465,0.227931,0.222127
744,control,control,honest,0.004802,0.002110,0.236492,0.213813
745,control,control,honest,0.089369,0.109380,0.314773,0.322994
746,control,control,honest,0.006924,0.008134,0.238888,0.241992
747,control,control,honest,0.011102,0.011724,0.249751,0.251115
748,control,control,honest,0.016524,0.002087,0.265272,0.245963
749,control,control,honest,0.012007,0.005155,0.256529,0.248232
750,control,control,honest,0.003264,0.001928,0.227717,0.208859
751,control,control,honest,0.023910,0.034292,0.263747,0.270197
752,control,control,honest,0.024037,0.059362,0.264934,0.283472
753,control,control,honest,0.021649,0.000768,0.277180,0.254530
754,control,control,honest,0.073825,0.000166,0.307465,0.221099
755,control,control,honest,0.008460,0.006419,0.242245,0.235176
756,control,control,honest,0.004143,0.003940,0.221663,0.221706
757,control,control,honest,0.001925,0.000222,0.213011,0.170921
758,control,control,honest,0.002490,0.000070,0.222450,0.166768
759,control,control,honest,0.004764,0.000858,0.233356,0.196465
760,control,control,honest,0.012935,0.001232,0.264770,0.253668
761,control,control,honest,0.025674,0.034090,0.270180,0.277100
762,control,control,honest,0.008547,0.001649,0.245104,0.206815
763,control,control,honest,0.012485,0.009609,0.254426,0.249437
764,control,control,honest,0.013654,0.007106,0.258561,0.238747
765,control,control,honest,0.016409,0.037856,0.264896,0.287579
766,control,control,honest,0.016690,0.019168,0.264109,0.267531
767,control,control,honest,0.011704,0.001420,0.266617,0.224484
768,control,control,honest,0.011127,0.004664,0.264178,0.262615
769,control,control,honest,0.027697,0.005422,0.284852,0.253250
770,control,control,honest,0.005791,0.000104,0.255287,0.208156
771,control,control,honest,0.006239,0.000369,0.246959,0.181253
772,control,control,honest,0.003610,0.002476,0.227458,0.220338
773,control,control,honest,0.013271,0.017031,0.271115,0.279996
774,control,control,honest,0.005766,0.001482,0.236958,0.214238
775,control,control,honest,0.002790,0.000092,0.231877,0.197229
776,control,control,honest,0.030876,0.033379,0.276258,0.278567
777,control,control,honest,0.012764,0.003615,0.268496,0.256621
778,control,control,honest,0.013297,0.001262,0.268438,0.251542
779,control,control,honest,0.088590,0.013541,0.328557,0.317965
780,control,control,honest,0.008920,0.001399,0.251755,0.215478
781,control,control,honest,0.024050,0.026370,0.273714,0.277273
782,control,control,honest,0.014813,0.014789,0.257385,0.257563
783,control,control,honest,0.026006,0.028928,0.274710,0.277387
784,control,control,honest,0.007441,0.006113,0.242291,0.236350
785,control,control,honest,0.003531,0.004552,0.228637,0.227922
786,control,control,honest,0.011690,0.012577,0.253494,0.254804
787,control,control,honest,0.033595,0.030565,0.290124,0.336395
788,control,control,honest,0.007700,0.005242,0.243630,0.230740
789,control,control,honest,0.023707,0.010717,0.269621,0.249698
790,control,control,honest,0.035076,0.030799,0.288038,0.284288
791,control,control,honest,0.012063,0.001161,0.267656,0.238279
792,control,control,honest,0.038020,0.001984,0.295083,0.280076
793,control,control,honest,0.033317,0.006086,0.283416,0.255018
794,control,control,honest,0.005084,0.006035,0.237632,0.242020
795,control,control,honest,0.023898,0.001179,0.285420,0.266046
796,control,control,honest,0.003718,0.004461,0.231102,0.236224
797,control,control,honest,0.006968,0.000703,0.253016,0.220977
798,control,control,honest,0.009590,0.008802,0.247144,0.243798
799,control,control,honest,0.009266,0.009418,0.249661,0.249441
800,control,control,honest,0.010886,0.011615,0.256867,0.258089
801,control,control,honest,0.006193,0.003038,0.233636,0.214396
802,control,control,honest,0.006492,0.004939,0.239455,0.228491
803,control,control,honest,0.010696,0.012583,0.253402,0.256975
804,control,control,honest,0.010248,0.002842,0.249633,0.216514
805,control,control,honest,0.013408,0.002169,0.263844,0.214563
806,control,control,honest,0.007179,0.005518,0.239962,0.231786
807,control,control,honest,0.015775,0.017582,0.256802,0.258501
808,control,control,honest,0.014157,0.009768,0.255297,0.241127
809,control,control,honest,0.024740,0.027827,0.274440,0.268991
810,control,control,honest,0.031606,0.011615,0.278827,0.254756
811,control,control,honest,0.014780,0.010966,0.273046,0.288058
812,control,control,honest,0.061321,0.005244,0.293088,0.249509
813,control,control,honest,0.029632,0.020058,0.277053,0.268733
814,control,control,honest,0.001554,0.000621,0.209841,0.192385
815,control,control,honest,0.012332,0.023882,0.244910,0.251348
816,control,control,honest,0.009670,0.008342,0.236236,0.222278
817,control,control,honest,0.002770,0.001457,0.223018,0.209668
818,control,control,honest,0.008809,0.006660,0.246810,0.240131
819,control,control,honest,0.003218,0.001799,0.216985,0.200843
820,control,control,honest,0.005251,0.006847,0.232200,0.235688
821,control,control,honest,0.003380,0.001999,0.227934,0.218107
822,control,control,honest,0.012204,0.006258,0.259024,0.237223
823,control,control,honest,0.008806,0.008771,0.240281,0.237054
824,control,control,honest,0.019565,0.019474,0.262651,0.260357
825,control,control,honest,0.009902,0.013074,0.249994,0.257190
826,control,control,honest,0.006406,0.005584,0.234593,0.228332
827,control,control,honest,0.008519,0.002576,0.255875,0.298146
828,control,control,honest,0.112626,0.051865,0.323844,0.332929
829,control,control,honest,0.022876,0.005414,0.271725,0.243985
830,control,control,honest,0.018876,0.003389,0.273357,0.236417
831,control,control,honest,0.028010,0.004525,0.279833,0.239054
832,control,control,honest,0.038537,0.016071,0.286898,0.274189
833,control,control,honest,0.007225,0.008972,0.243591,0.249405
834,control,control,honest,0.012268,0.014563,0.257100,0.260085
835,control,control,honest,0.018791,0.021371,0.264218,0.264786
836,control,control,honest,0.031245,0.018253,0.285575,0.273928
837,control,control,honest,0.024782,0.007000,0.286432,0.312854
838,control,control,honest,0.020009,0.009583,0.271831,0.270651
839,control,control,honest,0.032552,0.035935,0.277706,0.280091
840,control,control,honest,0.019339,0.018228,0.266272,0.263723
841,control,control,honest,0.003197,0.002621,0.223241,0.217222
842,control,control,honest,0.022587,0.023443,0.263212,0.263899
843,control,control,honest,0.005398,0.001155,0.239558,0.223734
844,control,control,honest,0.015520,0.003057,0.262155,0.226763
845,control,control,honest,0.014802,0.015390,0.257715,0.258280
846,control,control,honest,0.003935,0.004184,0.217984,0.209135
847,control,control,honest,0.014833,0.014849,0.256477,0.255883
848,control,control,honest,0.008313,0.007607,0.248815,0.243479
849,control,control,honest,0.011282,0.012585,0.245955,0.248784
850,control,control,honest,0.005642,0.005111,0.236410,0.233737
851,control,control,honest,0.012657,0.008716,0.263857,0.256195
852,control,control,honest,0.004326,0.005340,0.232447,0.235085
853,control,control,honest,0.187969,0.350322,0.335217,0.352086
854,control,control,honest,0.041242,0.024778,0.280972,0.261397
855,control,control,honest,0.012979,0.013561,0.253568,0.254582
856,control,control,honest,0.045664,0.032713,0.291912,0.281936
857,control,control,honest,0.006550,0.004674,0.237624,0.229912
858,control,control,honest,0.002655,0.002030,0.217041,0.209619
859,control,control,honest,0.016765,0.025875,0.262530,0.273065
860,control,control,honest,0.004146,0.003227,0.230264,0.224328
861,control,control,honest,0.006564,0.007341,0.235129,0.235192
862,control,control,honest,0.017177,0.014154,0.261198,0.250621
863,control,control,honest,0.015632,0.001207,0.267876,0.254127
864,control,control,honest,0.001982,0.001961,0.212418,0.210689
865,control,control,honest,0.009079,0.000145,0.253022,0.212111
866,control,control,honest,0.002641,0.001065,0.232723,0.213502
867,control,control,honest,0.004507,0.001325,0.234091,0.210170
868,control,control,honest,0.010490,0.006190,0.255081,0.240835
869,control,control,honest,0.063049,0.002060,0.306092,0.279448
870,control,control,honest,0.002354,0.000985,0.215045,0.193138
871,control,control,honest,0.022298,0.029498,0.268096,0.270711
872,control,control,honest,0.011508,0.004527,0.259749,0.235318
873,control,control,honest,0.014472,0.008352,0.258340,0.243801
874,control,control,honest,0.002973,0.000937,0.223991,0.193935
875,control,control,honest,0.010404,0.007174,0.246408,0.232640
876,control,control,honest,0.013856,0.003494,0.269150,0.266686
877,control,control,honest,0.030488,0.000281,0.284810,0.234151
878,control,control,honest,0.026132,0.019964,0.275012,0.270971
879,control,control,honest,0.172318,0.012873,0.316853,0.276205
880,control,control,honest,0.011286,0.003038,0.262636,0.253606
881,control,control,honest,0.002242,0.000193,0.235400,0.193715
882,control,control,honest,0.017797,0.004343,0.259919,0.230283
883,control,control,honest,0.007580,0.002713,0.238607,0.211163
884,control,control,honest,0.004367,0.000348,0.230659,0.184043
885,control,control,honest,0.005543,0.000474,0.241401,0.203893
886,control,control,honest,0.005128,0.004942,0.234677,0.232303
887,control,control,honest,0.025190,0.004857,0.275634,0.255893
888,control,control,honest,0.025006,0.013347,0.278660,0.274888
889,control,control,honest,0.017712,0.011599,0.265322,0.249760
890,control,control,honest,0.022267,0.002662,0.282913,0.267786
891,control,control,honest,0.005278,0.002323,0.238136,0.221747
892,control,control,honest,0.040708,0.002309,0.291776,0.217247
893,control,control,honest,0.014075,0.003569,0.255382,0.222038
894,control,control,honest,0.013213,0.011430,0.245046,0.232370
895,control,control,honest,0.006690,0.002298,0.244179,0.243583
896,control,control,honest,0.015057,0.017707,0.256525,0.257547
897,control,control,honest,0.003225,0.003113,0.223707,0.222127
898,control,control,honest,0.003097,0.001528,0.221306,0.205208
899,control,control,honest,0.002203,0.000691,0.224536,0.208792
900,control,control,honest,0.013027,0.007855,0.250624,0.238749
901,control,control,honest,0.023158,0.024528,0.261086,0.254958
902,control,control,honest,0.019469,0.003388,0.274856,0.250804
903,control,control,honest,0.008072,0.001153,0.249264,0.217944
904,control,control,honest,0.002678,0.000280,0.223806,0.189746
905,control,control,honest,0.003267,0.000285,0.236595,0.225436
906,control,control,honest,0.016113,0.000072,0.265340,0.197568
907,control,control,honest,0.011743,0.002430,0.262682,0.252923
908,control,control,honest,0.016670,0.001155,0.275122,0.269039
909,control,control,honest,0.010100,0.001406,0.267933,0.261393
910,control,control,honest,0.024963,0.036089,0.266322,0.272178
911,control,control,honest,0.005851,0.001612,0.240753,0.212617
912,control,control,honest,0.004701,0.003172,0.239173,0.233094
913,control,control,honest,0.011078,0.001614,0.262339,0.248958
914,control,control,honest,0.001797,0.000181,0.215575,0.182922
915,control,control,honest,0.010575,0.000126,0.258523,0.201544
916,control,control,honest,0.090613,0.058343,0.294904,0.279643
917,control,control,honest,0.004838,0.000435,0.239276,0.198548
918,control,control,honest,0.003791,0.001823,0.231574,0.218728
919,control,control,honest,0.002891,0.000632,0.229956,0.196622
920,control,control,honest,0.010832,0.001085,0.254980,0.214879
921,control,control,honest,0.012923,0.009806,0.253546,0.242009
922,control,control,honest,0.021933,0.028715,0.269064,0.275728
923,control,control,honest,0.020059,0.017528,0.263073,0.257738
924,control,control,honest,0.077174,0.178509,0.288825,0.303474
925,control,control,honest,0.013394,0.007272,0.264246,0.275936
926,control,control,honest,0.005717,0.003255,0.243665,0.228245
927,control,control,honest,0.017064,0.024507,0.261192,0.269876
928,control,control,honest,0.006041,0.006095,0.243318,0.243655
929,control,control,honest,0.003918,0.002092,0.231155,0.215832
930,control,control,honest,0.024129,0.026023,0.265126,0.265206
931,control,control,honest,0.006942,0.003974,0.247043,0.236733
932,control,control,honest,0.014274,0.003406,0.264500,0.248663
933,control,control,honest,0.002599,0.000371,0.224594,0.187415
934,control,control,honest,0.029995,0.003892,0.283886,0.229366
935,control,control,honest,0.019827,0.004068,0.277383,0.241172
936,control,control,honest,0.018567,0.004190,0.262350,0.225741
937,control,control,honest,0.124360,0.321502,0.323961,0.351572
938,control,control,honest,0.003732,0.002867,0.223373,0.212535
939,control,control,honest,0.005300,0.004028,0.232460,0.223843
940,control,control,honest,0.004624,0.001775,0.239896,0.208766
941,control,control,honest,0.015898,0.012693,0.263766,0.258241
942,control,control,honest,0.011193,0.008626,0.252902,0.243898
943,control,control,honest,0.005780,0.002090,0.243614,0.217788
944,control,control,honest,0.014096,0.001643,0.269026,0.249693
945,control,control,honest,0.044388,0.013156,0.294817,0.254498
946,control,control,honest,0.008488,0.000676,0.252905,0.207108
947,control,control,honest,0.006557,0.000800,0.239591,0.195904
948,control,control,honest,0.004759,0.002494,0.231174,0.215499
949,control,control,honest,0.005531,0.000930,0.247952,0.256278
950,control,control,honest,0.009604,0.003051,0.250096,0.226664
951,control,control,honest,0.006302,0.006248,0.245369,0.244630
952,control,control,honest,0.001922,0.001084,0.209860,0.193992
953,control,control,honest,0.008548,0.003696,0.245817,0.226856
954,control,control,honest,0.010316,0.002473,0.249719,0.232501
955,control,control,honest,0.011433,0.009864,0.254396,0.250076
956,control,control,honest,0.007381,0.008422,0.246677,0.247476
957,control,control,honest,0.014660,0.023189,0.256658,0.265343
958,control,control,honest,0.025535,0.033006,0.273908,0.280758
959,control,control,honest,0.034198,0.048572,0.279077,0.287360
960,control,control,honest,0.013424,0.014309,0.251289,0.250787
