score_lr,score_diff_of_means
0.041638,0.403324
0.020978,0.378979
0.020205,0.380745
0.043884,0.399546
0.034918,0.393662
0.066077,0.409648
0.004505,0.349219
0.028739,0.389606
0.025780,0.399709
0.005126,0.354709
0.037995,0.396437
0.025544,0.388129
0.014661,0.381956
0.008648,0.364182
0.020903,0.379386
0.007605,0.360208
0.017072,0.374048
0.033839,0.393041
0.022635,0.377855
0.020385,0.383108
0.032414,0.393872
0.040260,0.400198
0.013794,0.368828
0.012467,0.360057
0.012697,0.370863
0.020018,0.378706
0.032522,0.392608
0.021679,0.381940
0.024861,0.385823
0.023440,0.387375
0.029110,0.400018
0.020423,0.380481
0.065240,0.411184
0.029365,0.390618
0.040972,0.395013
0.077042,0.413703
0.011574,0.375202
0.024730,0.386002
0.025558,0.383721
0.014633,0.366638
0.025358,0.379331
0.031531,0.405692
0.033267,0.394822
0.022611,0.384092
0.016758,0.376398
0.023446,0.385886
0.087707,0.419363
0.010222,0.356731
0.012564,0.365597
0.020085,0.380147
0.013531,0.373853
0.017183,0.379686
0.034122,0.395168
0.017464,0.378040
0.008359,0.373118
0.009934,0.362361
0.012844,0.362813
0.006091,0.353951
0.038809,0.397798
0.018057,0.379178
0.002458,0.341431
0.028521,0.387319
0.009000,0.364228
0.007549,0.358725
0.014933,0.371853
0.017214,0.379207
0.027761,0.388761
0.016874,0.376623
0.014400,0.373013
0.030645,0.387926
0.024203,0.382484
0.008343,0.356239
0.033536,0.393573
0.043354,0.397737
0.083633,0.418466
0.022081,0.382310
0.024697,0.390209
0.042753,0.402280
0.031672,0.391876
0.051955,0.405607
0.021403,0.380719
0.031229,0.387799
0.031909,0.404197
0.036253,0.395486
0.019445,0.382802
0.018375,0.380185
0.003331,0.356525
0.017215,0.374266
0.017256,0.369496
0.002067,0.333467
0.021148,0.384126
0.039318,0.399348
0.018057,0.378501
0.053140,0.404955
0.032523,0.400642
0.041812,0.397310
0.024055,0.385170
0.016867,0.382402
0.003483,0.346778
0.022103,0.387452
0.014236,0.367418
0.013569,0.363035
0.083826,0.432905
0.029897,0.387017
0.014891,0.370561
0.015117,0.374596
0.019547,0.379172
0.074084,0.414797
0.016441,0.378046
0.003293,0.344094
0.019937,0.379659
0.021556,0.381509
0.009100,0.361065
0.016728,0.384986
0.017973,0.380989
0.034726,0.395317
0.012650,0.371705
0.019350,0.380427
0.016676,0.375949
0.034936,0.394233
0.014226,0.378731
0.052272,0.413963
0.019106,0.383700
0.092317,0.429041
0.019525,0.382042
0.015220,0.378228
0.010287,0.366449
0.008869,0.361452
0.045015,0.403335
0.024256,0.385810
0.063286,0.409622
0.024514,0.384509
0.014456,0.374384
0.008984,0.353767
0.031269,0.386348
0.016876,0.376489
0.039914,0.400370
0.027861,0.389358
0.022073,0.382392
0.021164,0.383310
0.023991,0.389039
0.041244,0.398738
0.053370,0.406019
0.027729,0.385530
0.028216,0.388858
0.026372,0.385582
0.036508,0.395040
0.055409,0.406290
0.017713,0.382726
0.188163,0.438724
0.008587,0.363495
0.019099,0.377610
0.011060,0.369159
0.020726,0.383153
0.043665,0.410932
0.024660,0.393876
0.031349,0.394091
0.060839,0.407081
0.011181,0.358842
0.006623,0.354210
0.019437,0.381570
0.072291,0.418398
0.025152,0.388134
0.033446,0.394371
0.014587,0.374864
0.039600,0.391546
0.030055,0.399001
0.005989,0.348314
0.004545,0.350056
0.015823,0.376099
0.056652,0.410609
0.027147,0.393057
0.032625,0.393682
0.036473,0.395566
0.009331,0.363872
0.006112,0.354763
0.010146,0.373932
0.002980,0.334799
0.026689,0.387750
0.009276,0.366528
0.053104,0.405748
0.038277,0.389273
0.044145,0.404670
0.019118,0.378215
0.044100,0.401880
0.058217,0.407919
0.032386,0.391679
0.049994,0.403829
0.047742,0.404995
0.033551,0.391794
0.055762,0.406310
0.028844,0.389637
0.013853,0.378342
0.039317,0.396809
0.099419,0.422191
0.019856,0.379737
0.003824,0.346007
0.012734,0.379166
0.060514,0.407895
0.014343,0.378023
0.008963,0.359800
0.014839,0.388934
0.011920,0.369771
0.016599,0.374835
0.029340,0.386575
0.029248,0.391678
0.011418,0.367251
0.047516,0.395656
0.013415,0.373909
0.039110,0.400685
0.027970,0.390324
0.016544,0.370134
0.016588,0.365646
0.007460,0.350419
0.017285,0.390680
0.022841,0.383221
0.022811,0.379959
0.034841,0.396116
0.029789,0.377836
0.004461,0.357909
0.019557,0.380773
0.005767,0.375605
0.015270,0.372656
0.024890,0.377049
0.012263,0.364378
0.026507,0.386618
0.011876,0.366252
0.005151,0.348068
0.018314,0.384410
0.189705,0.445969
0.020866,0.381243
0.034577,0.394694
0.160354,0.435768
0.013098,0.367839
0.039873,0.398277
0.027889,0.389631
0.034785,0.390932
0.010877,0.373227
0.019194,0.386814
0.007582,0.361408
0.022810,0.379726
0.015283,0.379023
0.003121,0.346985
0.013743,0.371342
0.040401,0.399848
0.012001,0.369785
0.013086,0.367977
0.016368,0.374824
0.008130,0.351032
0.037096,0.401848
0.016391,0.381583
0.039560,0.408703
0.083283,0.428847
0.027526,0.405174
0.033819,0.410211
0.034626,0.406514
0.010988,0.369111
0.019929,0.379796
0.012750,0.364359
0.018059,0.370696
0.003568,0.346338
0.036077,0.395046
0.026780,0.390012
0.047304,0.400541
0.038956,0.397591
0.081098,0.425085
0.009437,0.352431
0.028468,0.391373
0.004450,0.343311
0.013742,0.369087
0.029416,0.386370
0.026692,0.386926
0.029191,0.386726
0.010263,0.360197
0.020560,0.379105
0.048817,0.400757
0.024265,0.387578
0.156191,0.450253
0.032089,0.389014
0.003822,0.346335
0.009385,0.358466
0.007911,0.353020
0.017261,0.380141
0.031136,0.393577
0.009183,0.356191
0.026579,0.385539
0.023162,0.381328
0.012946,0.372550
0.054993,0.412583
0.024563,0.389270
0.024635,0.396078
0.016011,0.371887
0.015817,0.377144
0.023143,0.382945
0.045393,0.393338
0.049582,0.411856
0.014551,0.367963
0.010003,0.366510
0.009580,0.364296
0.019711,0.376400
0.080683,0.411657
0.017543,0.368976
0.015907,0.373606
0.014782,0.368964
0.010848,0.361812
0.017572,0.378389
0.016030,0.395615
0.014618,0.372481
0.060429,0.411769
0.059852,0.425889
0.014226,0.376513
0.152510,0.427436
0.027906,0.397691
0.008292,0.365588
0.003673,0.339722
0.008522,0.353427
0.019228,0.381889
0.009987,0.364080
0.052624,0.405655
0.015272,0.375602
0.014714,0.367519
0.010834,0.362237
0.009237,0.372803
0.019605,0.384561
0.019691,0.379900
0.020947,0.383029
0.032312,0.390647
0.009840,0.363236
0.010474,0.363449
0.020049,0.379063
0.011914,0.363423
0.012419,0.374797
0.029761,0.394622
0.045332,0.409181
0.005540,0.352484
0.008061,0.360291
0.010693,0.369117
0.008973,0.361650
0.009515,0.379313
0.038975,0.392767
0.025600,0.385455
0.018977,0.370616
0.008818,0.364579
0.028985,0.411429
0.014411,0.362874
0.034663,0.397360
0.004145,0.340707
0.010314,0.353095
0.008414,0.368141
0.014824,0.361409
0.029188,0.390069
0.005334,0.345249
0.068621,0.411736
0.002735,0.338064
0.014330,0.371835
0.049097,0.395880
0.025135,0.386819
0.019319,0.379008
0.017420,0.369909
0.023792,0.382828
0.021129,0.381008
0.008466,0.360327
0.026970,0.387788
0.015040,0.378581
0.018139,0.376215
0.040650,0.396426
0.026721,0.388334
0.008622,0.354122
0.020304,0.377416
0.031795,0.393018
0.036267,0.397142
0.052881,0.407456
0.029556,0.392631
0.028972,0.389608
0.006103,0.352072
0.011177,0.370361
0.013357,0.384817
0.002683,0.336919
0.013505,0.381350
0.023772,0.384069
0.022836,0.383520
0.030396,0.394757
0.089362,0.421617
0.034748,0.395596
0.023478,0.386514
0.010808,0.359668
0.038892,0.398687
0.031775,0.396548
0.042825,0.409707
0.024403,0.388109
0.029271,0.389510
0.021603,0.385704
0.020744,0.381603
0.017398,0.377802
0.018679,0.377579
0.029405,0.391824
0.016642,0.378593
0.006310,0.353257
0.005771,0.348977
0.024231,0.383376
0.012925,0.368394
0.002906,0.350231
0.021157,0.383367
0.022759,0.382917
0.014169,0.369970
0.019682,0.381410
0.113472,0.430533
0.015811,0.369564
0.008853,0.354660
0.005679,0.355867
0.034251,0.390991
0.015207,0.379615
0.008956,0.369207
0.007957,0.364520
0.033254,0.396154
0.035962,0.394215
0.028825,0.389131
0.033443,0.403202
0.010264,0.364869
0.031050,0.392431
0.023686,0.386152
0.015817,0.378857
0.075438,0.416553
0.016479,0.374737
0.008317,0.362571
0.061147,0.410221
0.029582,0.400148
0.005958,0.347377
0.012476,0.373028
0.030593,0.390197
0.051969,0.403929
0.019704,0.380074
0.050992,0.407290
0.040425,0.398961
0.008921,0.367206
0.017653,0.382273
0.026800,0.386624
0.032566,0.395005
0.017401,0.382406
0.045466,0.404602
0.032163,0.388676
0.042326,0.401571
0.024309,0.386412
0.052479,0.403918
0.009226,0.360195
0.022316,0.384418
0.023614,0.385348
0.009000,0.357651
0.016448,0.379475
0.042834,0.399071
0.022498,0.383120
0.079195,0.421581
0.073624,0.414926
0.033896,0.392508
0.043853,0.406925
0.029801,0.392395
0.017166,0.376875
0.026146,0.385047
0.034025,0.393330
0.007715,0.359403
0.025854,0.384675
0.003860,0.347090
0.104732,0.431331
0.026127,0.392164
0.015811,0.377933
0.004709,0.348647
0.011434,0.365627
0.036635,0.396827
0.014070,0.362842
0.053436,0.407116
0.100309,0.437828
0.050279,0.403367
0.122267,0.429421
0.059273,0.409364
0.004753,0.329870
0.019341,0.380325
0.047012,0.400965
0.026443,0.386322
0.040282,0.396937
0.022078,0.377806
0.042939,0.403062
0.015493,0.369705
0.027770,0.385178
0.021036,0.380277
0.022101,0.381776
0.023557,0.383459
0.022592,0.386733
0.014164,0.373785
0.011180,0.377663
0.004284,0.334882
0.009329,0.372057
0.059907,0.412694
0.041865,0.396165
0.010898,0.369455
0.022785,0.388224
0.023919,0.386605
0.075588,0.423428
0.042718,0.405460
0.013470,0.368386
0.019800,0.378363
0.010193,0.375576
0.008341,0.369392
0.028129,0.388377
0.020059,0.386852
0.004138,0.347776
0.032582,0.384691
0.014835,0.376039
0.008381,0.360439
0.072923,0.413506
0.024801,0.385552
0.110461,0.430242
0.006812,0.364512
0.028960,0.394106
0.008806,0.353709
0.020593,0.378688
0.020595,0.377229
0.036200,0.402804
0.039460,0.406609
0.017980,0.381346
0.008110,0.359960
0.024257,0.382155
0.003876,0.346770
0.012426,0.370765
0.013946,0.372504
0.017728,0.371120
0.033524,0.395209
0.015233,0.368744
0.005934,0.354684
0.044486,0.401680
0.042466,0.400646
0.042685,0.401901
0.015179,0.368330
0.024232,0.387170
0.032081,0.393821
0.015855,0.373925
0.040655,0.395927
0.048945,0.403014
0.022839,0.385651
0.019282,0.374492
0.025604,0.381815
0.058684,0.415335
0.004416,0.355866
0.034575,0.393334
0.019893,0.378644
0.025042,0.388352
0.044062,0.402628
0.023159,0.383870
0.019039,0.377331
0.031657,0.390297
0.015854,0.378456
0.018332,0.387251
0.032783,0.392569
0.034466,0.396486
0.023973,0.378000
0.032510,0.393325
0.048047,0.399315
0.034268,0.391279
0.023522,0.385981
0.022213,0.382608
0.032173,0.390813
0.013108,0.372416
0.079234,0.415508
0.028602,0.390281
0.020428,0.386371
0.016446,0.373444
0.297738,0.469154
0.026759,0.390640
0.031680,0.389465
0.004910,0.352408
0.024166,0.391148
0.040038,0.391000
0.014447,0.372992
0.044369,0.399401
0.008248,0.352837
0.049438,0.407283
0.004576,0.341753
0.007092,0.350876
0.040641,0.401555
0.015654,0.376541
0.026632,0.388576
0.022049,0.372941
0.028946,0.388083
0.062674,0.418198
0.019203,0.379049
0.029674,0.393928
0.051952,0.406732
0.012395,0.368749
0.008733,0.356340
0.020366,0.380658
0.031683,0.390012
0.006983,0.356460
0.055645,0.413718
0.007740,0.360117
0.029808,0.384113
0.016023,0.379369
0.020667,0.381464
0.005009,0.355706
0.006406,0.362172
0.018365,0.375952
0.030421,0.391560
0.067782,0.413496
0.014082,0.374668
0.035943,0.394738
0.013629,0.359541
0.017574,0.377655
0.024094,0.380078
0.038038,0.398673
0.077619,0.415719
0.018966,0.380431
0.012279,0.371002
0.008896,0.358733
0.035462,0.398128
0.004638,0.356304
0.019036,0.383708
0.016337,0.370820
0.020437,0.387326
0.019247,0.387467
0.007809,0.362953
0.016133,0.376256
0.052823,0.405567
0.039416,0.408217
0.038259,0.391784
0.005317,0.348546
0.034927,0.394641
0.126191,0.430288
0.005801,0.357576
0.021898,0.384560
0.017310,0.378331
0.021650,0.384186
0.016534,0.376645
0.042935,0.399387
0.034907,0.403528
0.046422,0.401883
0.026712,0.389069
0.021044,0.380095
0.014384,0.377255
0.012062,0.370059
0.016828,0.377465
0.056771,0.406674
0.018551,0.380160
0.019472,0.381478
0.050522,0.402506
0.007640,0.354225
0.048748,0.403662
0.013207,0.372094
0.046922,0.400568
0.033017,0.386399
0.039360,0.393953
0.013963,0.372608
0.020503,0.378538
0.040503,0.400888
0.021430,0.381542
0.038904,0.395861
0.019512,0.376113
0.030067,0.390915
0.026620,0.383602
0.022254,0.377929
0.037097,0.394822
0.040075,0.397392
0.023859,0.386780
0.039855,0.395315
0.111320,0.424329
0.044357,0.401299
0.025998,0.388904
0.016569,0.375121
0.030418,0.398813
0.017246,0.370367
0.032394,0.403513
0.015782,0.367927
0.042958,0.398363
0.013247,0.358511
0.035048,0.398242
0.037184,0.401070
0.014149,0.373893
0.032452,0.389623
0.014749,0.375085
0.049816,0.401737
0.012474,0.367336
0.030995,0.395177
0.014247,0.373014
0.019586,0.383476
0.020217,0.381601
0.015261,0.371723
0.013181,0.372146
0.046866,0.402521
0.039638,0.402698
0.003893,0.354853
0.011071,0.369244
0.016910,0.379009
0.011264,0.373710
0.006091,0.358169
0.008670,0.364457
0.015694,0.366784
0.019518,0.381090
0.039790,0.398879
0.014529,0.369802
0.023791,0.381604
0.022444,0.387801
0.083676,0.426393
0.034778,0.393818
0.067158,0.412119
0.023820,0.385265
0.037086,0.392213
0.049214,0.403892
0.011560,0.365466
0.012377,0.373181
0.016485,0.375757
0.012720,0.367207
0.013184,0.361336
0.011591,0.369153
0.042090,0.398436
0.022631,0.383041
0.014339,0.371640
0.042118,0.400917
0.003689,0.353690
0.005817,0.351825
0.022412,0.400339
0.008397,0.361624
0.011045,0.369879
0.035650,0.391528
0.053496,0.405669
0.039126,0.396461
0.003382,0.347278
0.010810,0.366692
0.115777,0.436426
0.043230,0.403908
0.017632,0.376448
0.010954,0.362662
0.018205,0.379581
0.002572,0.337655
0.081646,0.412368
0.031613,0.391084
0.007730,0.357328
0.020640,0.386627
0.119791,0.421424
0.009815,0.357915
0.045139,0.401965
0.061577,0.409420
0.019018,0.378319
0.013224,0.372188
0.052641,0.408148
0.015939,0.379018
0.037049,0.387761
0.011068,0.368200
0.030963,0.392148
0.031020,0.391197
0.004275,0.339622
0.022157,0.385041
0.016697,0.378550
0.057615,0.407890
0.014177,0.371431
0.024068,0.385975
0.025811,0.388803
0.018419,0.383235
0.014472,0.376141
0.016098,0.375113
0.019707,0.383607
0.011876,0.373236
0.011000,0.368680
0.013000,0.373191
0.038965,0.397001
0.016508,0.379720
0.012069,0.377648
0.021616,0.380505
0.014508,0.368028
0.022020,0.385331
0.029889,0.390251
0.019085,0.382627
0.064833,0.411608
0.047951,0.398430
0.009324,0.368298
0.024180,0.383781
0.046329,0.401404
0.013337,0.359522
0.024035,0.383948
0.012227,0.366679
0.017501,0.377804
0.049343,0.404290
0.038755,0.393630
0.013414,0.362017
0.006031,0.348149
0.031442,0.383779
0.052948,0.400586
0.016645,0.366841
0.011065,0.366820
0.049423,0.402581
0.015567,0.371352
0.022976,0.389755
0.013541,0.384033
0.008196,0.362289
0.013590,0.375728
0.010440,0.361426
0.066057,0.410812
0.009964,0.363895
0.038368,0.399909
0.058899,0.405721
0.021464,0.380795
0.014924,0.371232
0.024977,0.388261
0.030645,0.392940
0.037112,0.395947
0.050566,0.407095
0.013293,0.367637
0.067908,0.412952
0.073426,0.417940
0.012536,0.371509
0.018668,0.373976
0.034791,0.393006
0.055588,0.413477
0.010635,0.360556
0.012775,0.368009
0.052740,0.403813
0.024528,0.386876
0.015135,0.368591
0.001584,0.325491
0.017342,0.371336
0.018683,0.384457
0.028904,0.390428
0.002304,0.331686
0.041188,0.401263
0.005468,0.347427
0.060768,0.411444
0.022905,0.381041
0.019147,0.377087
0.050121,0.400977
0.016241,0.372790
0.014003,0.374527
0.208969,0.456404
0.014515,0.371782
0.020716,0.382406
0.010790,0.367237
0.025360,0.388372
0.020202,0.380355
0.042061,0.398023
0.027785,0.385981
0.052310,0.413173
0.027309,0.388401
0.014385,0.373788
0.022777,0.390568
0.009435,0.355587
0.044723,0.393216
0.013016,0.363552
0.030494,0.389976
0.026075,0.385614
0.027759,0.385655
0.018205,0.382735
0.024469,0.384634
0.043951,0.403214
0.015218,0.368047
0.031744,0.388294
0.024886,0.381559
0.028399,0.383759
0.010144,0.362741
0.042858,0.398003
0.022376,0.382998
0.035668,0.394918
0.074547,0.417203
0.027407,0.392019
0.030448,0.390766
0.020305,0.380485
0.012430,0.375462
0.028599,0.398057
0.009087,0.367571
0.027209,0.396643
0.022753,0.394614
0.033156,0.395694
0.015321,0.376917
0.016109,0.376486
0.062450,0.408680
0.017505,0.374667
0.036647,0.393888
0.030182,0.391473
0.031510,0.390223
0.120042,0.445929
0.109637,0.418781
0.051680,0.404749
0.009683,0.361388
0.107565,0.427824
0.049959,0.404457
0.038999,0.403196
0.015589,0.370125
0.053959,0.398456
0.039022,0.396968
0.011803,0.370598
0.027172,0.388128
0.012808,0.368010
0.033672,0.391378
0.002908,0.340810
0.027565,0.389585
0.029358,0.394264
0.023860,0.375060
0.003822,0.351566
0.023736,0.376430
0.030803,0.393374
0.022200,0.384385
0.012972,0.373140
0.025299,0.384924
0.015520,0.375096
0.013696,0.371467
0.016651,0.378569
0.004099,0.347183
0.042839,0.393210
0.034283,0.394888
0.013528,0.370219
0.016890,0.374217
0.053800,0.404273
0.018656,0.380042
0.019222,0.378790
0.026181,0.389596
0.022825,0.384561
0.037240,0.398813
0.055092,0.407232
0.027944,0.387016
0.018459,0.376667
0.024453,0.386863
0.031571,0.389392
0.044140,0.398864
0.035634,0.403548
0.018507,0.376831
0.011795,0.367421
0.030680,0.392101
0.019070,0.376252
0.016691,0.375988
0.012853,0.365121
0.009870,0.365216
0.049245,0.407739
0.038094,0.395437
0.028567,0.391575
0.029109,0.392338
0.006522,0.352444
0.014034,0.374421
0.021614,0.384136
0.014356,0.373065
0.038724,0.399630
0.006440,0.354790
0.040559,0.397844
0.015627,0.368673
0.014892,0.373550
0.003382,0.344585
0.029258,0.388868
0.037224,0.396833
0.017928,0.379452
0.008820,0.351405
0.029730,0.388490
0.025214,0.384562
0.009648,0.366443
0.022836,0.383192
0.001375,0.325128
0.016659,0.370548
0.023384,0.392130
0.004871,0.333534
0.006961,0.364627
0.015290,0.376033
0.014600,0.373126
0.010757,0.371127
0.032853,0.389962
0.085762,0.422485
0.010147,0.355266
0.052727,0.404939
0.041135,0.398641
0.067950,0.411391
0.027726,0.387210
0.036102,0.395002
0.028562,0.389217
0.050886,0.402435
0.016655,0.372863
0.016990,0.379853
0.031387,0.389976
0.064337,0.408542
0.036872,0.399005
0.021615,0.380492
0.013589,0.374216
0.022414,0.377321
0.025353,0.387348
0.045909,0.400837
0.040478,0.410112
0.037960,0.396241
0.019667,0.389275
0.016502,0.375218
0.010846,0.364161
0.010897,0.370615
0.277635,0.460675
0.015154,0.371884
0.017802,0.374843
0.018277,0.381081
0.007947,0.362678
0.138765,0.444121
0.033490,0.387597
0.035726,0.402578
0.022271,0.379939
0.009542,0.362822
0.013431,0.372464
0.024351,0.388003
0.009016,0.357742
0.014936,0.377632
0.003171,0.333693
0.018005,0.374241
0.008338,0.357135
0.035938,0.391841
0.009769,0.362004
0.029543,0.392420
0.054879,0.407652
0.016794,0.375267
0.052262,0.401969
0.018905,0.381187
0.031747,0.399450
0.043156,0.400490
0.034229,0.396655
0.009987,0.363701
0.014349,0.367607
0.049911,0.405241
0.014699,0.377736
0.022535,0.384063
0.015113,0.365907
0.021559,0.384365
0.011684,0.366164
0.013232,0.372087
0.209037,0.450259
0.029835,0.389631
0.005878,0.356250
0.065545,0.410156
0.153538,0.434745
0.002126,0.341765
0.033907,0.394167
0.013426,0.372839
0.007980,0.357415
0.017554,0.373979
0.069875,0.417002
0.038127,0.396544
0.042383,0.401756
0.025872,0.388199
0.005879,0.351058
0.056054,0.406627
0.005902,0.345569
0.004711,0.348920
0.061272,0.408820
0.019624,0.380675
0.026768,0.383314
0.012366,0.371069
0.012766,0.369075
0.004489,0.345193
0.009505,0.367196
0.011973,0.368712
0.032296,0.392076
0.026065,0.389303
0.015698,0.375345
0.034810,0.393360
0.031505,0.391188
0.022793,0.379096
0.031192,0.394141
0.015905,0.378731
0.032634,0.390712
0.048871,0.404848
0.049174,0.402661
0.027805,0.386231
0.028035,0.387986
0.019885,0.372736
0.037254,0.396942
0.050246,0.404718
0.009939,0.357685
0.025194,0.385294
0.032404,0.393319
0.005592,0.347549
0.041011,0.398127
0.021243,0.379675
0.029202,0.385287
0.043783,0.402297
0.018199,0.376098
0.020137,0.381301
0.025207,0.385312
0.033247,0.387801
0.028272,0.383123
0.033038,0.393298
0.010281,0.359783
0.017617,0.375663
0.025185,0.371786
0.085626,0.414720
0.011572,0.369775
0.019308,0.377528
0.052718,0.413535
0.040861,0.399150
0.018166,0.388590
0.012986,0.375810
0.031123,0.393642
0.011198,0.368824
0.030006,0.399824
0.014217,0.377340
0.023771,0.394913
0.091216,0.431670
0.005578,0.352448
0.013525,0.370688
0.006853,0.353876
0.020987,0.384963
0.008018,0.359720
0.022098,0.385282
0.014950,0.372003
0.028160,0.386286
0.022057,0.382133
0.016919,0.373056
0.036262,0.401813
0.042355,0.401336
0.010814,0.374894
0.037871,0.399060
0.053245,0.410644
0.003923,0.348728
0.026325,0.390256
0.034109,0.394631
0.014095,0.377851
0.017972,0.377471
0.015537,0.371585
0.051629,0.407613
0.022705,0.383858
0.046241,0.402389
0.008383,0.363520
0.046745,0.404846
0.047732,0.406718
0.039124,0.397853
0.045507,0.405188
0.031702,0.392092
0.012048,0.367350
0.011475,0.361889
0.018708,0.378256
0.012343,0.369098
0.015090,0.374512
0.044676,0.403067
0.030912,0.389801
0.036571,0.393110
0.011302,0.365807
0.030178,0.390526
0.026277,0.393638
0.004280,0.357247
0.091918,0.417004
0.007143,0.359845
0.024092,0.380875
0.031002,0.393389
0.010833,0.360977
0.014256,0.372323
0.036232,0.395471
0.060176,0.408675
0.016213,0.374819
0.008345,0.354382
0.027641,0.383513
0.023643,0.388917
0.027794,0.386638
0.002684,0.329622
0.052489,0.408519
0.003972,0.342003
0.016536,0.380379
0.043713,0.402650
0.058460,0.403660
0.010915,0.368705
0.091071,0.425519
0.004137,0.344173
0.031454,0.391909
0.047046,0.403571
0.012134,0.369913
0.012158,0.367261
0.030243,0.391610
0.017588,0.385916
0.062317,0.405274
0.029048,0.392180
0.044076,0.401331
0.063220,0.409623
0.012960,0.368796
0.062551,0.406359
0.022549,0.382305
0.031380,0.392463
0.016664,0.378904
0.010372,0.363447
0.017787,0.371071
0.003764,0.341208
0.043319,0.404778
0.014515,0.362010
0.018277,0.375227
0.015049,0.379128
0.037202,0.396576
0.038688,0.396197
0.021732,0.382604
0.041484,0.397702
0.042048,0.398117
0.011887,0.372006
0.009647,0.359408
0.032267,0.391107
0.034353,0.396719
0.022428,0.370110
0.035081,0.392864
0.052692,0.410333
0.023054,0.386208
0.045834,0.401913
0.027110,0.386827
0.031239,0.393045
0.017975,0.380777
0.032403,0.390280
0.010697,0.361740
0.007897,0.357895
0.033481,0.394460
0.044371,0.401249
0.026045,0.386719
0.019164,0.377159
0.022115,0.379791
0.029143,0.388645
0.013458,0.379028
0.022602,0.387841
0.174867,0.448832
0.090070,0.422147
0.026306,0.381055
0.070125,0.415388
0.020944,0.384486
0.033684,0.392989
0.039055,0.400371
0.019402,0.382883
0.032579,0.398803
0.005008,0.349100
0.017331,0.363252
0.022802,0.375321
0.019206,0.376157
0.018669,0.380357
0.032763,0.390948
0.041444,0.396157
0.045459,0.398974
0.026611,0.390885
0.009703,0.365372
0.001778,0.341583
0.012251,0.375320
0.010955,0.371643
0.024532,0.389950
0.011698,0.370652
0.026713,0.384793
0.029760,0.389613
0.007481,0.352413
0.023878,0.375071
0.021291,0.382850
0.032131,0.394051
0.032994,0.395021
0.022886,0.382243
0.026423,0.384044
0.030806,0.392186
0.033354,0.392781
0.026896,0.386088
0.013489,0.377842
0.028687,0.389905
0.023557,0.375345
0.026682,0.385596
0.015389,0.373982
0.031616,0.392929
0.021516,0.377867
0.025177,0.389556
0.004808,0.349333
0.016759,0.377342
0.094742,0.423654
0.017268,0.373786
0.074517,0.414170
0.010946,0.361119
0.011869,0.372497
0.032405,0.405197
0.013827,0.370014
0.026815,0.387969
0.034142,0.396027
0.016120,0.363807
0.022142,0.388446
0.019309,0.379486
0.027193,0.391874
0.013167,0.369052
0.063930,0.417778
0.012366,0.357827
0.015966,0.379633
0.019165,0.378525
0.011324,0.368181
0.008565,0.362255
0.032244,0.391377
0.008090,0.362091
0.012948,0.370773
0.009743,0.364366
0.017081,0.375861
0.003670,0.337044
0.023064,0.388763
0.021839,0.383205
0.013973,0.373390
0.021660,0.376077
0.047549,0.407369
0.012704,0.368844
0.008823,0.363640
0.033511,0.393338
0.023751,0.386487
0.033746,0.394127
0.014613,0.383593
0.008305,0.362297
0.042253,0.401797
0.022725,0.382218
0.007340,0.374630
0.017790,0.375147
0.045227,0.404469
0.004480,0.345848
0.030244,0.391073
0.071391,0.423939
0.018726,0.377061
0.244096,0.448505
0.005147,0.343227
0.015379,0.379615
0.026086,0.389114
0.021908,0.386558
0.011653,0.362470
0.016199,0.382584
0.048593,0.404156
0.033228,0.392915
0.033542,0.394412
0.177987,0.440447
0.096778,0.429404
0.038724,0.398794
0.051465,0.410762
0.029229,0.393198
0.048005,0.407565
0.009580,0.366153
0.023711,0.382401
0.013792,0.387884
0.033178,0.399007
0.029139,0.396461
0.038296,0.397710
0.029282,0.398619
0.057606,0.416032
0.025610,0.389547
0.022521,0.375425
0.126160,0.441910
0.119617,0.432922
0.025625,0.383382
0.013050,0.369203
0.026974,0.387118
0.003723,0.335087
0.028850,0.387088
0.007106,0.353072
0.009435,0.363862
0.984781,0.609468
0.026314,0.382130
0.049697,0.402513
0.005324,0.347549
0.017873,0.376085
0.010701,0.361569
0.313878,0.462774
0.020779,0.379632
0.018655,0.378755
0.012300,0.367306
0.029818,0.383577
0.012657,0.365925
0.019294,0.381279
0.032315,0.394523
0.023848,0.376781
0.027403,0.387497
0.019602,0.374256
0.076829,0.416168
0.021846,0.380050
0.084093,0.419123
0.031145,0.395018
0.025979,0.385734
0.019301,0.384275
0.030254,0.392569
0.105779,0.425887
0.015522,0.374987
0.011576,0.366790
0.006565,0.354051
0.016334,0.374023
0.017248,0.379809
0.022157,0.387176
0.052983,0.410864
0.020717,0.387237
0.029468,0.393556
0.014162,0.378776
0.028228,0.399053
0.018611,0.389936
0.014845,0.374303
0.024728,0.385868
0.035838,0.399115
0.025518,0.384942
0.070548,0.422036
0.046680,0.398006
0.008683,0.356378
0.080747,0.416671
0.010575,0.359399
0.013836,0.373481
0.013580,0.368699
0.025565,0.385823
0.015794,0.368611
0.013152,0.369456
0.023424,0.383870
0.027387,0.388966
0.040377,0.398722
0.014086,0.371645
0.040187,0.399935
0.001731,0.328669
0.022534,0.377047
0.045410,0.408219
0.020530,0.386396
0.034402,0.401541
0.030788,0.393827
0.018593,0.379023
0.040891,0.399745
0.011830,0.372589
0.021553,0.384104
0.018894,0.377390
